title,href,frequencies,email,categories
Voice's Radio UK,https://www.radio-uk.co.uk/voices-radio-uk,Internet/Community,voices.general@gmail.com,
Galeed FM,https://www.radio-uk.co.uk/galeed-fm,Internet/Community,,
VIPDJ Radio,https://www.radio-uk.co.uk/vipdj-radio,Internet/Community,,EDM - Electronic Dance Music
Itchen Valley Radio,https://www.radio-uk.co.uk/itchen-valley-radio,Internet/Community,studio@itchenvalleyradio.co.uk,
NeonF Radio,https://www.radio-uk.co.uk/neonf-radio,Internet/Community,,"EDM - Electronic Dance Music, Electronic"
QMR One,https://www.radio-uk.co.uk/qmr-one,London: Online,info@qmr.digital,
HWD Hospital Radio,https://www.radio-uk.co.uk/hwd-hospital-radio,Dewsbury: Online,,
Sobel Classics,https://www.radio-uk.co.uk/sobel-classics,City of London: Online,,
Storm FM,https://www.radio-uk.co.uk/storm-stevenage,Stevenage: Online,mikeharnimanmedia@outlook.com,"90s, 80s, 70s"
Union JACK Dance,https://www.radio-uk.co.uk/jack-radio,London: DAB,,Dance
Xtreameonlineradio,https://www.radio-uk.co.uk/xtreameonlineradio,Internet/Community,Xtreameonlineradiouk@hotmail.com,
BassFmLive,https://www.radio-uk.co.uk/bassfmlive,Internet/Community,bassfmliveuk@outlook.com,
ukdjs radio,https://www.radio-uk.co.uk/ukdjs-radio,City of London: Online,studio@ukdjs.radio,"90s, Dance, Disco"
Cheshire Radio 80s,https://www.radio-uk.co.uk/cheshire-radio-80s,Macclesfield: 106.5 FM,,80s
Northallerton.Radio,https://www.radio-uk.co.uk/northallertonradio,Northallerton: Online,message@northallerton.radio,"Adult Contemporary, Community, Classic Hits"
Radioalfa15 Latin hits,https://www.radio-uk.co.uk/radioalfa15-latin-hits,Internet/Community,alfa2radio@gmail.com,
EclipseRadio,https://www.radio-uk.co.uk/eclipseradio,London: Online,,"90s, Dance, EDM - Electronic Dance Music"
Shai Hitz Radio,https://www.radio-uk.co.uk/shai-hitz-radio,London: Online,shaixtra@gmail.com,"90s, Classic Hits, Caribbean"
TJC Radio,https://www.radio-uk.co.uk/tjc-radio,London: Online,tjcradio@gmail.com,
styleradiodab,https://www.radio-uk.co.uk/styleradiodab,Norwich: DAB,,"Variety, House, Dance"
BTJ Sessions,https://www.radio-uk.co.uk/btj-sessions,Crawley: Online,sessionsofficialradio@gmail.com,"Dance, EDM - Electronic Dance Music"
IDR UK Radio,https://www.radio-uk.co.uk/idr-uk-radio,London: Online,idrukradio@gmail.com,"Classic Hits, Pop Music, Dance"
Tay FM,https://www.radio-uk.co.uk/tay-fm,"Dundee: 102.8 FM,Perth: 96.4 FM",feedback@tayfm.co.uk,Adult Contemporary
Samzilla Radio,https://www.radio-uk.co.uk/samzilla-radio,Plymouth: Online,,"70s, 90s, 80s"
WVR - Waddesdon Village Radio,https://www.radio-uk.co.uk/wvr-waddesdon-village-radio,Aylesbury: Online,studio@wvr.digital,"Classic Hits, Adult Contemporary, Pop Music"
Steam Fair FM,https://www.radio-uk.co.uk/steam-fair-fm,Blandford Forum: 87.9 FM,studio@steamfairfm.com,"Pop Music, Community, Oldies"
Marvellovs Radio,https://www.radio-uk.co.uk/marvellovs-radio,Internet/Community,Marvellovsradiomagic2024@gmail.com,Community
Pirate FM,https://www.radio-uk.co.uk/pirate-fm,Redruth: 102.2 FM,onair@piratefm.co.uk,Hot AC
Frontline Radio,https://www.radio-uk.co.uk/frontline-radio,Internet/Community,thefrontlineradio@gmail.com,Caribbean
Greatest Hits Radio Devon,https://www.radio-uk.co.uk/the-beeze-south-devon,"Bath: 107.9 FM,Warminster: 105.5 FM",theboss@greatesthitsradio.co.uk,Easy Listening
SHARPSIDERADIO,https://www.radio-uk.co.uk/sharpsideradio,London: Online,santiagoradio4@gmail.com,
Greatest Hits Radio Bristol & The South West,https://www.radio-uk.co.uk/the-greatest-hits-radio-bristol-south-west,Bristol: 107.2 FM,theboss@greatesthitsradio.co.uk,Easy Listening
Connections Radio,https://www.radio-uk.co.uk/connections-radio,London: Online,info@connectionsb2b.co.uk,
QMR Easy,https://www.radio-uk.co.uk/qmr-easy,London: Online,info@qmr.digital,Easy Listening
Oldies Roundup,https://www.radio-uk.co.uk/oldies-roundup,London: Online,oldiesroundup@gmail.com,"R&B, Pop Music, Soul"
Somerset Community Radio,https://www.radio-uk.co.uk/somerset-community-radio,Taunton: 106.5 FM,,Adult Contemporary
Layradio 90s,https://www.radio-uk.co.uk/layradio-90s,Macclesfield: Online,,90s
NQR.FM,https://www.radio-uk.co.uk/nqrfm,Manchester: Online,info@nqr.fm,"Local, Community, Variety"
Galebl Radio,https://www.radio-uk.co.uk/galebl-radio,Internet/Community,,Oldies
Greatest Hits Radio London,https://www.radio-uk.co.uk/greatest-hits-radio-london,London: Online,theboss@greatesthitsradio.co.uk,Classic Hits
LESH FM,https://www.radio-uk.co.uk/lesh-fm,Bristol: Online,info@leshfm.com,
HatHats,https://www.radio-uk.co.uk/hathats-radio-two,Canterbury: Online,,"Top 40, Classic Hits, Pop Music"
Cheshire Radio Christmas,https://www.radio-uk.co.uk/cheshire-radio-christmas,Macclesfield: Online,robert.lay36@gmail.com,Christmas
Cheshire Radio 90s,https://www.radio-uk.co.uk/cheshire-radio-90s,Macclesfield: Online,robert.lay36@gmail.com,90s
Forward Radio,https://www.radio-uk.co.uk/forward-radio,Internet/Community,,Pop Music
Feel South East,https://www.radio-uk.co.uk/feel-south-east,London: Online,,"Top 40, Hot AC"
Air3 Radio,https://www.radio-uk.co.uk/air3-radio,Stirling: Online,stationmanager@air3radio.com,
Manic FM,https://www.radio-uk.co.uk/manic-fm,City of London: Online,info@manicfm.com,House
Absolute Radio 90s,https://www.radio-uk.co.uk/absolute-radio-90s,London: DAB,radioplayer@bauermedia.co.uk,90s
Wuzup Radio,https://www.radio-uk.co.uk/wuzup-radio,London: Online,wuzupradiouk@gmail.com,90s
Radio64,https://www.radio-uk.co.uk/radio64,London: Online,,
Telegraph Hill Radio,https://www.radio-uk.co.uk/telegraph-hill-radio,London: Online,studio@telegraphhillradio.com,"Electronic, EDM - Electronic Dance Music, Pop Music"
Next 1,https://www.radio-uk.co.uk/next-1,London: Online,,"Pop Music, Hot AC, Local"
Greatest Hits Radio Stamford and Rutland,https://www.radio-uk.co.uk/greatest-hits-radio-stamford-rutland,"Oakham: 107.2 FM,Stamford: 97.4 FM",theboss@greatesthitsradio.co.uk,Classic Hits
Century,https://www.radio-uk.co.uk/century,Internet/Community,,"90s, Adult Contemporary, 80s"
BMT Radio,https://www.radio-uk.co.uk/bmt-radio,Sheffield: Online,,"Pop Music, 90s, 80s"
Elev8Radio,https://www.radio-uk.co.uk/elev8radio,Filey: Online,,"Dance, 90s, Disco"
Absolute Radio 10s,https://www.radio-uk.co.uk/absolute-radio-10s,City of London: Online,radioplayer@bauermedia.co.uk,Pop Music
RSTV Classics,https://www.radio-uk.co.uk/rstv-classics,Internet/Community,,
Lionheart Radio,https://www.radio-uk.co.uk/lionheart-radio2,Internet/Community,radio@lionhearttrust.org.uk,College
NSB Radio,https://www.radio-uk.co.uk/nsb-radio,Witham: Online,jim@nsbradio.co.uk,
West Sound (Ayrshire),https://www.radio-uk.co.uk/west-sound-ayrshire,Ayr: 1035 AM,michael.macrae@bauermedia.co.uk,Classic Hits
LEXO RADIO,https://www.radio-uk.co.uk/lexo-radio,City of London: Online,info@lexoradio.co.uk,"Top 40, Variety"
JOTI Radio,https://www.radio-uk.co.uk/joti-radio,Bristol: Online,studio@jotiradio.org,"Talk, Pop Music, Adult Contemporary"
Feel North West,https://www.radio-uk.co.uk/feel-north-west,London: Online,,
Greatest Hits Radio Somerset,https://www.radio-uk.co.uk/greatest-hits-radio-somerset,"Bridgwater: 107.4 FM,Chard: 106.6 FM,Minehead: 102.4 FM,Weston-super-Mare: 107.7 FM,Yeovil: 105.6 FM",theboss@greatesthitsradio.co.uk,Easy Listening
Smooth Hits Radio,https://www.radio-uk.co.uk/smooth-hits-radio,Internet/Community,smoothhitsradio25@gmail.com,"80s, 90s, 70s"
Thame Radio,https://www.radio-uk.co.uk/thame-radio,Internet/Community,info@thameradio.com,"Community, Local, Classic Hits"
Radio Kirdford,https://www.radio-uk.co.uk/radio-kirdford,Horsham: 105.6 FM,radiokirdfordsussex@gmail.com,"Hot AC, 80s, Pop Music"
Brickies Radio,https://www.radio-uk.co.uk/brickies-radio,Norwich: Online,hello@brickiesradio.com,"Local, Community, Variety"
mistaGROOVE Radio,https://www.radio-uk.co.uk/mistagroove-radio,City of London: Online,,Soul
Echowave FM,https://www.radio-uk.co.uk/echowave-fm,Nottingham: Online,,"90s, Pop Music, 80s"
RSTV Christmas,https://www.radio-uk.co.uk/rstv-christmas,Internet/Community,,
Mixr Radio,https://www.radio-uk.co.uk/mixr-radio,London: Online,,"Hot AC, Pop Music"
Livida,https://www.radio-uk.co.uk/livida,City of London: Online,,"Dance, Pop Music"
Aylesbury One,https://www.radio-uk.co.uk/aylesbury-one,Aylesbury: Online,studio@aylesbury.one,"Local, Community"
MixUp FM,https://www.radio-uk.co.uk/mixup-fm,City of London: Online,letschat@mixup.fm,"Pop Music, Adult Contemporary"
GlamXtra,https://www.radio-uk.co.uk/glamxtra,London: Online,hello@glamxtra.com,"80s, 70s, Pop Music"
Solution Radio,https://www.radio-uk.co.uk/solution-radio,Internet/Community,admin@solutionradio.co.uk,"70s, 60s, 80s"
Trentside Radio,https://www.radio-uk.co.uk/trentside-radio,Internet/Community,info@trentsideradio.co.uk,
Greatest Hits Radio Salisbury,https://www.radio-uk.co.uk/greatest-hits-radio-salisbury,Salisbury: 102.0 FM,theboss@greatesthitsradio.co.uk,Adult Contemporary
RS Radio,https://www.radio-uk.co.uk/rs-radio,City of London: Online,,Variety
Radio Illumini,https://www.radio-uk.co.uk/radio-illumini,Eastbourne: Online,martina.radio.illumini@gmail.com,"Adult Contemporary, Variety, Community"
we.R.underground-radio,https://www.radio-uk.co.uk/werunderground-radio,London: Online,werunderground@outlook.com,World Music
Starlight Radio,https://www.radio-uk.co.uk/starlight-radio,St Helens: Online,,"Classic Hits, Pop Music"
BVRadioUK,https://www.radio-uk.co.uk/bvradiouk,Internet/Community,,Variety
Wide Music,https://www.radio-uk.co.uk/wide-music,Internet/Community,durivagemusic@gmail.com,
Roundhouse Radio,https://www.radio-uk.co.uk/roundhouse-radio,London: Online,,
Gem 106,https://www.radio-uk.co.uk/gem-106,Nottingham: 106.0 FM,news@gem106.co.uk,"Hot AC, Classic Hits"
Freedom Radio UK,https://www.radio-uk.co.uk/freedom-radio-uk,Internet/Community,,Variety
Lincs FM,https://www.radio-uk.co.uk/lincs-fm,Lincoln: 102.2 FM,enquiries@lincsfm.co.uk,"Pop Music, Top 40, Adult Contemporary"
Unique Sessions Radio,https://www.radio-uk.co.uk/unique-sessions-radio,City of London: Online,info@uniquesessionsradio.live,
Greatest Hits Radio Teesside,https://www.radio-uk.co.uk/greatest-hits-east-teesside,Newcastle upon Tyne: 1170 AM,theboss@greatesthitsradio.co.uk,Classic Hits
Greatest Hits Radio South Yorkshire,https://www.radio-uk.co.uk/greatest-hits-radio-south-yorkshire,"Barnsley: 1305 AM,Doncaster: 990 AM,Rotherham: 1548 AM,Sheffield: 1548 AM",theboss@greatesthitsradio.co.uk,Classic Hits
Avalisten Radio,https://www.radio-uk.co.uk/avalisten-radio,Internet/Community,avasay@avalistenradio.co.uk,Adult Contemporary
Bloomsbury Radio,https://www.radio-uk.co.uk/bloomsbury-radio,Internet/Community,,
West Sound FM (Dumfries and Galloway),https://www.radio-uk.co.uk/west-sound-fm-dumfries-and-galloway,"Ayr: 97.0 FM,Dumfries: 103.0 FM,Dumfries: 97.0 FM,Kirkcudbright: 96.5 FM",michael.macrae@bauermedia.co.uk,Classic Hits
Ahomka Radio UK,https://www.radio-uk.co.uk/ahomka-radio-uk,London: Online,,
Tay 2,https://www.radio-uk.co.uk/tay-2,"Dundee: 1161 AM,Perth: 1584 AM",,Classic Hits
Influx Radio,https://www.radio-uk.co.uk/influx-radio,City of London: Online,influxradio@mail.com,
Icecold FM,https://www.radio-uk.co.uk/icecold-fm,City of London: Online,,
Pulse 1,https://www.radio-uk.co.uk/pulse-1,Bradford: 97.5 FM,martin.smith@bauermedia.co.uk,Adult Contemporary
Forth 2,https://www.radio-uk.co.uk/forth-2,Edinburgh: 1548 AM,michael.macrae@bauermedia.co.uk,Classic Hits
RADIO EMIGRANTES_EM_K,https://www.radio-uk.co.uk/radio-emigrantes-em-k,Internet/Community,,
MUNmusic,https://www.radio-uk.co.uk/munmusic,London: Online,,
Star FM UK,https://www.radio-uk.co.uk/star-fm-uk,Internet/Community,,
Razor Radio UK,https://www.radio-uk.co.uk/razor-radio-uk,Internet/Community,,
Darlo Live,https://www.radio-uk.co.uk/darlo-live,Internet/Community,,
Sampfatis FM,https://www.radio-uk.co.uk/sampfatis-fm,London: Online,sampfatisradio@yahoo.co.uk,
Greatest Hits Radio Harrogate and the Yorkshire Dales,https://www.radio-uk.co.uk/greatest-hits-radio-harrogate-yorkshire-dales,"Craven Arms: 107.8 FM,Harrogate: 97.2 FM,Ilkley: 107.1 FM",theboss@greatesthitsradio.co.uk,Adult Contemporary
Radiodance6,https://www.radio-uk.co.uk/radiodance6,Internet/Community,radiodance6@gmail.com,
Dance Life Radio,https://www.radio-uk.co.uk/dance-life-radio,London: Online,,
One Vibez Radio UK,https://www.radio-uk.co.uk/one-vibez-radio-uk,Internet/Community,streetvibeztodiworrll@gmail.com,
Greatest Hits North East,https://www.radio-uk.co.uk/metro-2-radio,Newcastle upon Tyne: 1152 AM,theboss@greatesthitsradio.co.uk,Classic Hits
Greatest Hits Radio South Coast,https://www.radio-uk.co.uk/greatest-hits-radio-somerset-1,"West Cowes: 106.0 FM,West Cowes: 106.6 FM",theboss@greatesthitsradio.co.uk,Easy Listening
Free Radio Herefordshire & Worcestershire,https://www.radio-uk.co.uk/free-radio-herefordshire-worcestershire,Worcester: 102.8 FM,info@freeradio.co.uk,Adult Contemporary
Viking FM,https://www.radio-uk.co.uk/viking-fm,Hull: 96.9 FM,,Adult Contemporary
TFM,https://www.radio-uk.co.uk/tfm,Newcastle upon Tyne: 96.6 FM,dawn.gibson@bauermedia.co.uk,Adult Contemporary
Free Radio Black Country,https://www.radio-uk.co.uk/free-radio-black-country,Wolverhampton: 97.2 FM,info@freeradio.co.uk,Adult Contemporary
Hits Radio Bournemouth and Poole,https://www.radio-uk.co.uk/fire-radio,"Bournemouth: 107.6 FM,Christchurch: 107.6 FM,Poole: 107.6 FM",,Top 40
Greatest Hits Radio Gloucestershire,https://www.radio-uk.co.uk/greatest-hits-radio-gloucestershire,Gloucester: 107.5 FM,theboss@greatesthitsradio.co.uk,"Easy Listening, Adult Contemporary"
Greatest Hits Radio Surrey & East Hampshire,https://www.radio-uk.co.uk/greatest-hits-radio-surrey-east-hampshire,"Guildford: DAB,Guildford: 96.4 FM",theboss@greatesthitsradio.co.uk,Hot AC
Greatest Hits Radio Yorkshire Coast,https://www.radio-uk.co.uk/greatest-hits-radio-yorkshire-coast,"Bridlington: 102.4 FM,Scarborough: 96.2 FM,Whitby: 103.1 FM",theboss@greatesthitsradio.co.uk,Adult Contemporary
Greatest Hits Radio Bath & The South West,https://www.radio-uk.co.uk/greatest-hits-radio-bath-the-south-west,"Bath: 107.9 FM,Warminster: 107.5 FM",theboss@greatesthitsradio.co.uk,"Classic Rock, Pop Music, Classic Hits"
Greatest Hits Radio Bucks Beds And Herts,https://www.radio-uk.co.uk/greatest-hits-radio-bucks-beds-herts,Aylesbury: 96.2 FM,theboss@greatesthitsradio.co.uk,Hot AC
Greatest Hits Radio Dorset,https://www.radio-uk.co.uk/wessex-fm,"Bridport: 96.0 FM,Dorchester: 97.2 FM,Weymouth: 97.2 FM",theboss@greatesthitsradio.co.uk,Adult Contemporary
KISS BLISS,https://www.radio-uk.co.uk/kiss-jams,London: Online,,
Greatest Hits Radio Manchester,https://www.radio-uk.co.uk/greatest-hits-radio-manchester,Manchester: 1152 AM,theboss@greatesthitsradio.co.uk,Classic Hits
Greatest Hits Radio West Yorkshire,https://www.radio-uk.co.uk/greatest-hits-radio-west-yorkshire,"Leeds: 96.3 FM,Leeds: DAB",theboss@greatesthitsradio.co.uk,Classic Hits
Greatest Hits Radio Lincolnshire,https://www.radio-uk.co.uk/greatest-hits-radio-lincolnshire,Manchester: 999 AM,theboss@greatesthitsradio.co.uk,Oldies
Greatest Hits Radio Norfolk & North Suffolk,https://www.radio-uk.co.uk/greatest-hits-radio-norfolk-north-norfolk,"London: 103.4 FM,London: 97.4 FM",theboss@greatesthitsradio.co.uk,"Pop Music, Adult Contemporary"
Greatest Hits Cornwall,https://www.radio-uk.co.uk/greatest-hits-cornwall,Exeter: Online,theboss@greatesthitsradio.co.uk,Classic Hits
Greatest Hits Lancashire,https://www.radio-uk.co.uk/greatest-hits-lancashire,Preston: 999 AM,theboss@greatesthitsradio.co.uk,Classic Hits
Greatest Hits Radio Black Country & Shropshire,https://www.radio-uk.co.uk/greatest-hits-radio-black-country-shropshire,Wolverhampton: 106.5 FM,theboss@greatesthitsradio.co.uk,Country
Greatest Hits Radio Wigan & St Helens,https://www.radio-uk.co.uk/greatest-hits-radio-wigan-st-helens,Wigan: 102.4 FM,theboss@greatesthitsradio.co.uk,Classic Hits
Greatest Hits Radio Plymouth,https://www.radio-uk.co.uk/greatest-hits-radio-plymouth,Plymouth: 106.7 FM,theboss@greatesthitsradio.co.uk,World Music
Greatest Hits Radio West Norfolk,https://www.radio-uk.co.uk/greatest-hits-radio-west-norfolk,Kings Lynn: 96.7 FM,theboss@greatesthitsradio.co.uk,"News, Hot AC"
Greatest Hits Radio Essex,https://www.radio-uk.co.uk/greatest-hits-radio-essex,Colchester: DAB,theboss@greatesthitsradio.co.uk,Classic Hits
Greatest Hits Radio West Sussex,https://www.radio-uk.co.uk/greatest-hits-radio-west-sussex,"Chichester: 96.6 FM,Littlehampton: 102.3 FM,Midhurst: 106.6 FM",theboss@greatesthitsradio.co.uk,Classic Hits
Greatest Hits Radio Coventry & Warwickshire,https://www.radio-uk.co.uk/greatest-hits-radio-coventry-warwickshire,Coventry: 1359 AM,theboss@greatesthitsradio.co.uk,"Pop Music, Classic Rock, Classic Hits"
Greatest Hits Radio Staffordshire & Cheshire,https://www.radio-uk.co.uk/greatest-hits-radio-staffordshire-cheshire,Stoke-on-Trent: 1170 AM,theboss@greatesthitsradio.co.uk,Classic Hits
Greatest Hits Radio North Derbyshire,https://www.radio-uk.co.uk/greatest-hits-radio-north-derbyshire,"Chesterfield: 107.4 FM,Chesterfield: 102.0 FM",theboss@greatesthitsradio.co.uk,Classic Hits
Greatest Hits Radio Grimsby,https://www.radio-uk.co.uk/greatest-hits-radio-grimsby,Grimsby: DAB,theboss@greatesthitsradio.co.uk,Adult Contemporary
Greatest Hits Radio Ipswich & Suffolk,https://www.radio-uk.co.uk/greatest-hits-radio-ipswich-suffolk,Ipswich: Online,theboss@greatesthitsradio.co.uk,"Classic Rock, Classic Hits, Pop Music"
Greatest Hits Radio South Wales,https://www.radio-uk.co.uk/greatest-hits-radio-south-wales,Swansea: 1170 AM,theboss@greatesthitsradio.co.uk,Classic Hits
Hits Radio Pride,https://www.radio-uk.co.uk/hits-radio-pride,Petersfield: Online,feedback@hitsradio.co.uk,
Hits Radio South Coast,https://www.radio-uk.co.uk/hits-radio-south-coast,"Alton: 102.0 FM,Four Marks: 101.6 FM,Haslemere: 97.1 FM,Hindhead: 101.6 FM,Petersfield: 101.8 FM,Portsmouth: 107.4 FM,Southampton: 107.8 FM,Winchester: 107.2 FM",feedback@hitsradio.co.uk,Adult Contemporary
Free Radio Shropshire,https://www.radio-uk.co.uk/free-radio-shropshire,Shrewsbury: 103.1 FM,info@freeradio.co.uk,Adult Contemporary
Greatest Hits Radio Berkshire & North Hampshire,https://www.radio-uk.co.uk/greatest-hits-radio-berkshire-and-north-hampshire,"Andover: 106.4 FM,Basingstoke: 107.6 FM,Newbury: 105.6 FM,Newbury: 107.4 FM,Reading: 107.0 FM",theboss@greatesthitsradio.co.uk,Classic Hits
Greatest Hits Radio Swindon,https://www.radio-uk.co.uk/greatest-hits-radio-swindon,Swindon: 107.7 FM,theboss@greatesthitsradio.co.uk,Easy Listening
Hits Radio North Yorkshire,https://www.radio-uk.co.uk/hits-radio-north-yorkshire,York: Online,feedback@hitsradio.co.uk,"Pop Music, Top 40"
Magic Radio at the Movies,https://www.radio-uk.co.uk/magic-radio-at-the-movies,Manchester: Online,,
Absolute Radio 20s,https://www.radio-uk.co.uk/absolute-radio-20s,London: Online,radioplayer@bauermedia.co.uk,
Hits Radio Suffolk,https://www.radio-uk.co.uk/hits-radio-suffolk,Ipswich: Online,feedback@hitsradio.co.uk,
World at One: BBC Radio 4 News,https://www.radio-uk.co.uk/world-at-one-bbc-radio-4-news,Internet/Community,,News Podcast
Classified football results,https://www.radio-uk.co.uk/classified-football-results,Internet/Community,,News Podcast
BBC World Service - Newshour,https://www.radio-uk.co.uk/bbc-world-service-newshour,Internet/Community,,News Podcast
KBS News - English News,https://www.radio-uk.co.uk/kbs-news-english-news,Internet/Community,,News Podcast
